8.963194787543191342e+04,4.313124344115176791e+04,2.194357058953921857e+00,0.000000000000000000e+00,7.274567818107460478e-04
8.963188948238607554e+04,4.313132462152006337e+04,2.194360696237831032e+00,7.274567818107460749e-05,7.274567818107460478e-04
8.963183108874967729e+04,4.313140580146357388e+04,2.194371608089558112e+00,1.454913563621492150e-04,7.274567818107460478e-04
8.963177269393218739e+04,4.313148698055749992e+04,2.194389794509103542e+00,2.182370345432238360e-04,7.274567818107460478e-04
8.963171429734308913e+04,4.313156815837701288e+04,2.194415255496466877e+00,2.909827127242984300e-04,7.274567818107460478e-04
8.963165589839188033e+04,4.313164933449725504e+04,2.194447991051648117e+00,3.637283909053730239e-04,7.274567818107460478e-04
8.963159749648810248e+04,4.313173050849329593e+04,2.194488001174647707e+00,4.364740690864476720e-04,7.274567818107460478e-04
8.963153909104135528e+04,4.313181167994017596e+04,2.194535285865465646e+00,5.092197472675222660e-04,7.274567818107460478e-04
8.963148068146126752e+04,4.313189284841281915e+04,2.194589845124101490e+00,5.819654254485968599e-04,7.274567818107460478e-04
8.963142226715755532e+04,4.313197401348609128e+04,2.194651678950555240e+00,6.547111036296714539e-04,7.274567818107460478e-04
8.963136384754000755e+04,4.313205517473473446e+04,2.194720787344827340e+00,7.274567818107460478e-04,7.274567818107460478e-04
8.963130542201848584e+04,4.313213633173338894e+04,2.194797170306917344e+00,8.002024599918207502e-04,7.274567818107460478e-04
8.963124699000295368e+04,4.313221748405654944e+04,2.194880827836825699e+00,8.729481381728953441e-04,7.274567818107460478e-04
8.963118855090347643e+04,4.313229863127858698e+04,2.194971759934551958e+00,9.456938163539699380e-04,7.274567818107460478e-04
8.963113010413020675e+04,4.313237977297371253e+04,2.195069966600096567e+00,1.018439494535044532e-03,7.274567818107460478e-04
8.963107164909345738e+04,4.313246090871595516e+04,2.195175447833459081e+00,1.091185172716119126e-03,7.274567818107460478e-04
8.963101318520365749e+04,4.313254203807918384e+04,2.195288203634639501e+00,1.163930850897193720e-03,7.274567818107460478e-04
8.963095471187135263e+04,4.313262316063706385e+04,2.195408234003638270e+00,1.236676529078268314e-03,7.274567818107460478e-04
8.963089622850726300e+04,4.313270427596306399e+04,2.195535538940455389e+00,1.309422207259342908e-03,7.274567818107460478e-04
8.963083773452225432e+04,4.313278538363041298e+04,2.195670118445090413e+00,1.382167885440417502e-03,7.274567818107460478e-04
8.963077922932738147e+04,4.313286648321213579e+04,2.195811972517543342e+00,1.454913563621492096e-03,7.274567818107460478e-04
8.963072071233383031e+04,4.313294757428098819e+04,2.195961101157814621e+00,1.527659241802566690e-03,7.274567818107460478e-04
8.963066218295301951e+04,4.313302865640948585e+04,2.196117504365903805e+00,1.600404919983641500e-03,7.274567818107460478e-04
8.963060364059654239e+04,4.313310972916986793e+04,2.196281182141811339e+00,1.673150598164716094e-03,7.274567818107460478e-04
8.963054508467619598e+04,4.313319079213408986e+04,2.196452134485536778e+00,1.745896276345790688e-03,7.274567818107460478e-04
8.963048651460399560e+04,4.313327184487380873e+04,2.196630361397080566e+00,1.818641954526865065e-03,7.274567818107460478e-04
8.963042792979218939e+04,4.313335288696037605e+04,2.196815862876442260e+00,1.891387632707939876e-03,7.274567818107460478e-04
8.963036932965322922e+04,4.313343391796483047e+04,2.197008638923621859e+00,1.964133310889014470e-03,7.274567818107460478e-04
8.963031071359982889e+04,4.313351493745786138e+04,2.197208689538619808e+00,2.036878989070089064e-03,7.274567818107460478e-04
8.963025208104496414e+04,4.313359594500982348e+04,2.197416014721436106e+00,2.109624667251163658e-03,7.274567818107460478e-04
8.963019343140187266e+04,4.313367694019070768e+04,2.197630614472070310e+00,2.182370345432238252e-03,7.274567818107460478e-04
8.963013476408402494e+04,4.313375792257011926e+04,2.197852488790522418e+00,2.255116023613312846e-03,7.274567818107460478e-04
8.963007607850521163e+04,4.313383889171730698e+04,2.198081637676792877e+00,2.327861701794387440e-03,7.274567818107460478e-04
8.963001737407949986e+04,4.313391984720109758e+04,2.198318061130881240e+00,2.400607379975462034e-03,7.274567818107460478e-04
8.962995865022126236e+04,4.313400078858991037e+04,2.198561759152787953e+00,2.473353058156536628e-03,7.274567818107460478e-04
8.962989990634516289e+04,4.313408171545175719e+04,2.198812731742512572e+00,2.546098736337611221e-03,7.274567818107460478e-04
8.962984114186619991e+04,4.313416262735419878e+04,2.199070978900055540e+00,2.618844414518685815e-03,7.274567818107460478e-04
8.962978235619969200e+04,4.313424352386434475e+04,2.199336500625416413e+00,2.691590092699760409e-03,7.274567818107460478e-04
8.962972354876129248e+04,4.313432440454886091e+04,2.199609296918595636e+00,2.764335770880835003e-03,7.274567818107460478e-04
8.962966471896701842e+04,4.313440526897392556e+04,2.199889367779592764e+00,2.837081449061910031e-03,7.274567818107460478e-04
8.962960586623322160e+04,4.313448611670522223e+04,2.200176713208407797e+00,2.909827127242984191e-03,7.274567818107460478e-04
8.962954698997664673e+04,4.313456694730796153e+04,2.200471333205041180e+00,2.982572805424059219e-03,7.274567818107460478e-04
8.962948808961437317e+04,4.313464776034680835e+04,2.200773227769492468e+00,3.055318483605133379e-03,7.274567818107460478e-04
8.962942916456391686e+04,4.313472855538594013e+04,2.201082396901762106e+00,3.128064161786207973e-03,7.274567818107460478e-04
8.962937021424314298e+04,4.313480933198897401e+04,2.201398840601850093e+00,3.200809839967283001e-03,7.274567818107460478e-04
8.962931123807033873e+04,4.313489008971896692e+04,2.201722558869755542e+00,3.273555518148357161e-03,7.274567818107460478e-04
8.962925223546421330e+04,4.313497082813845191e+04,2.202053551705479340e+00,3.346301196329432188e-03,7.274567818107460478e-04
8.962919320584391244e+04,4.313505154680934356e+04,2.202391819109021487e+00,3.419046874510506349e-03,7.274567818107460478e-04
8.962913414862897480e+04,4.313513224529299623e+04,2.202737361080381540e+00,3.491792552691581376e-03,7.274567818107460478e-04
8.962907506323940470e+04,4.313521292315016035e+04,2.203090177619559942e+00,3.564538230872655970e-03,7.274567818107460478e-04
8.962901594909568666e+04,4.313529357994096790e+04,2.203450268726556249e+00,3.637283909053730131e-03,7.274567818107460478e-04
8.962895680561871268e+04,4.313537421522493241e+04,2.203817634401370462e+00,3.710029587234805158e-03,7.274567818107460478e-04
8.962889763222989859e+04,4.313545482856092713e+04,2.204192274644003025e+00,3.782775265415879752e-03,7.274567818107460478e-04
8.962883842835112591e+04,4.313553541950717045e+04,2.204574189454453936e+00,3.855520943596954780e-03,7.274567818107460478e-04
